ma_don,ma_kh,san_pham,danh_muc,so_luong,don_gia,ngay_dat,khu_vuc
D01375,KH14,Quan jean,Thoi trang,4,33.6,2024-10-21,Trung
D01376,KH23,Dien thoai,Dien tu,3,722.1,2024-10-31,Bac
D01377,KH20,Ao thun,Thoi trang,5,13.1,2024-07-30,Bac
D01378,KH24,Quan jean,Thoi trang,10,36.9,2024-10-01,Bac
D01379,KH09,Sach Python,Sach,3,20.5,2024-03-18,Bac
D01380,KH17,Tai nghe,Dien tu,3,46.8,2024-08-16,Trung
D01381,KH36,Ao thun,Thoi trang,4,12.2,2024-07-06,Bac
D01382,KH38,Dien thoai,Dien tu,3,752.4,2024-06-02,Nam
D01383,KH21,Laptop,Dien tu,1,1550.6,2024-09-24,Nam
D01384,KH06,Laptop,Dien tu,2,1449.0,2024-12-10,Bac
D01385,KH40,May xay,Gia dung,4,36.2,2024-10-06,Bac
D01386,KH27,Sach Python,Sach,10,19.3,2025-02-16,Nam
D01387,KH39,Sach Python,Sach,3,18.9,2024-04-10,Nam
D01388,KH06,Dien thoai,Dien tu,3,775.6,2024-03-25,Nam
D01389,KH09,Noi com dien,Gia dung,3,52.7,2024-03-14,Nam
D01390,KH11,Laptop,Dien tu,3,1426.9,2024-10-02,Nam
D01391,KH31,Sach Python,Sach,10,19.6,2024-11-04,Bac
D01392,KH01,Sach Python,Sach,4,21.4,2024-05-21,Bac
D01393,KH16,Laptop,Dien tu,1,1608.9,2024-10-07,Bac
D01394,KH05,Sach Spark,Sach,9,22.9,2024-11-01,Bac
D01395,KH13,Dien thoai,Dien tu,3,795.2,2024-03-24,Trung
D01396,KH30,Noi com dien,Gia dung,9,59.8,2024-11-04,Bac
D01397,KH13,Ao thun,Thoi trang,2,12.3,2024-06-10,Trung
D01398,KH25,May xay,Gia dung,6,40.8,2024-08-14,Bac
D01399,KH32,Giay the thao,Thoi trang,6,65.0,2025-01-16,Nam
D01400,KH15,May xay,Gia dung,5,36.7,2025-02-25,Bac
D01401,KH11,Tai nghe,Dien tu,1,45.0,2024-10-18,Nam
D01402,KH25,Quan jean,Thoi trang,8,36.4,2025-02-09,Trung
D01403,KH07,Ao thun,Thoi trang,9,12.8,2025-01-11,Nam
D01404,KH02,Dien thoai,Dien tu,2,813.8,2024-04-23,Trung
D01405,KH04,Ao thun,Thoi trang,5,11.5,2024-08-29,Nam
D01406,KH25,Sach Spark,Sach,9,23.9,2024-03-25,Nam
D01407,KH37,Laptop,Dien tu,3,1362.3,2024-03-11,Nam
D01408,KH28,Quan jean,Thoi trang,6,34.4,2024-10-22,Trung
D01409,KH04,Sach Python,Sach,4,20.0,2024-04-03,Nam
D01410,KH19,Laptop,Dien tu,2,1467.6,2024-03-25,Bac
D01411,KH08,Noi com dien,Gia dung,7,55.8,2024-05-19,Trung
D01412,KH10,Quan jean,Thoi trang,9,37.2,2024-08-15,Bac
D01413,KH27,Ao thun,Thoi trang,4,13.2,2024-03-26,Trung
D01414,KH13,Noi com dien,Gia dung,1,59.9,2024-11-27,Bac
D01415,KH23,Sach Python,Sach,11,19.0,2024-06-30,Bac
D01416,KH39,Sach Spark,Sach,2,26.2,2024-08-16,Bac
D01417,KH36,Sach Spark,Sach,6,27.3,2024-06-24,Trung
D01418,KH38,May xay,Gia dung,3,42.6,2024-10-24,Trung
D01419,KH40,Sach Python,Sach,2,20.5,2024-05-25,Bac
D01420,KH13,Tai nghe,Dien tu,2,41.9,2025-01-16,Trung
D01421,KH38,Sach Python,Sach,3,20.6,2025-01-19,Nam
D01422,KH35,Noi com dien,Gia dung,1,54.9,2024-12-30,Bac
D01423,KH29,Ao thun,Thoi trang,6,12.8,2024-07-11,Bac
D01424,KH30,Dien thoai,Dien tu,2,741.8,2024-12-23,Bac
D01425,KH05,Laptop,Dien tu,1,1518.2,2024-08-29,Bac
D01426,KH26,Sach Python,Sach,11,19.1,2024-11-11,Bac
D01427,KH27,Ao thun,Thoi trang,5,13.6,2025-01-11,Trung
D01428,KH07,May xay,Gia dung,10,39.4,2024-04-01,Nam
D01429,KH32,Quan jean,Thoi trang,4,32.3,2024-10-29,Bac
D01430,KH31,Dien thoai,Dien tu,1,792.2,2024-11-02,Bac
D01431,KH03,Giay the thao,Thoi trang,1,60.6,2024-03-29,Bac
D01432,KH23,Ao thun,Thoi trang,6,13.6,2024-11-18,Trung
D01433,KH01,Laptop,Dien tu,1,1450.3,2024-07-05,Bac
D01434,KH26,Laptop,Dien tu,1,1471.7,2025-02-09,Nam
D01435,KH21,Ao thun,Thoi trang,4,13.5,2024-05-26,Nam
D01436,KH20,May xay,Gia dung,6,38.1,2024-05-12,Trung
D01437,KH14,Dien thoai,Dien tu,1,811.3,2024-10-09,Bac
D01438,KH14,Giay the thao,Thoi trang,1,58.0,2024-04-30,Bac
D01439,KH25,Noi com dien,Gia dung,2,57.3,2024-10-05,Trung
D01440,KH23,Laptop,Dien tu,1,1625.4,2024-12-01,Nam
D01441,KH31,Dien thoai,Dien tu,2,772.7,2024-10-28,Bac
D01442,KH34,Laptop,Dien tu,1,1378.4,2024-03-12,Bac
D01443,KH03,May xay,Gia dung,5,43.7,2024-04-03,Bac
D01444,KH06,Quan jean,Thoi trang,10,37.2,2024-10-06,Nam
D01445,KH18,Giay the thao,Thoi trang,6,61.4,2024-05-11,Nam
D01446,KH35,Laptop,Dien tu,3,1570.8,2024-03-26,Nam
D01447,KH33,Giay the thao,Thoi trang,8,57.2,2024-05-16,Bac
D01448,KH34,May xay,Gia dung,1,42.7,2024-12-01,Bac
D01449,KH30,Noi com dien,Gia dung,11,59.4,2025-02-14,Trung
D01450,KH36,Dien thoai,Dien tu,1,759.7,2025-01-01,Bac
D01451,KH38,Tai nghe,Dien tu,2,46.4,2024-07-19,Bac
D01452,KH12,May xay,Gia dung,2,41.2,2024-03-16,Bac
D01453,KH17,Sach Spark,Sach,6,23.9,2024-06-18,Nam
D01454,KH28,Laptop,Dien tu,2,1446.5,2025-02-22,Nam
D01455,KH38,Giay the thao,Thoi trang,1,56.1,2024-08-20,Trung
D01456,KH06,May xay,Gia dung,10,43.1,2024-10-24,Nam
D01457,KH01,Dien thoai,Dien tu,1,835.9,2025-02-22,Trung
D01458,KH40,Sach Spark,Sach,11,25.4,2024-09-17,Nam
D01459,KH30,Sach Python,Sach,8,22.0,2024-04-29,Trung
D01460,KH04,Ao thun,Thoi trang,7,13.0,2024-11-21,Bac
D01461,KH23,Dien thoai,Dien tu,3,846.7,2024-06-01,Trung
D01462,KH16,Dien thoai,Dien tu,2,790.2,2025-02-09,Bac
D01463,KH15,Noi com dien,Gia dung,7,58.4,2024-09-18,Bac
D01464,KH22,Noi com dien,Gia dung,7,56.1,2024-06-08,Nam
D01465,KH40,May xay,Gia dung,3,41.1,2024-07-03,Nam
D01466,KH04,Giay the thao,Thoi trang,7,64.5,2024-12-25,Trung
D01467,KH34,Giay the thao,Thoi trang,3,63.5,2024-11-11,Nam
D01468,KH01,Giay the thao,Thoi trang,8,54.4,2024-12-15,Bac
D01469,KH21,May xay,Gia dung,11,41.5,2024-05-30,Trung
D01470,KH09,Tai nghe,Dien tu,3,49.0,2025-01-08,Bac
D01471,KH40,Sach Python,Sach,6,19.9,2024-05-24,Trung
D01472,KH36,Sach Spark,Sach,2,23.0,2024-09-21,Bac
D01473,KH13,Dien thoai,Dien tu,3,756.0,2024-10-30,Nam
D01474,KH12,May xay,Gia dung,11,41.5,2024-04-05,Bac
D01475,KH01,Noi com dien,Gia dung,2,55.2,2024-03-16,Trung
D01476,KH31,Noi com dien,Gia dung,8,58.7,2024-03-08,Trung
D01477,KH01,Sach Python,Sach,3,20.6,2025-02-05,Trung
D01478,KH20,Giay the thao,Thoi trang,7,65.7,2024-04-23,Bac
D01479,KH05,Sach Python,Sach,11,19.7,2024-08-15,Nam
D01480,KH13,Quan jean,Thoi trang,5,31.9,2024-07-24,Bac
D01481,KH26,Laptop,Dien tu,1,1352.6,2024-03-25,Nam
D01482,KH18,Giay the thao,Thoi trang,5,58.9,2024-05-09,Bac
D01483,KH14,Quan jean,Thoi trang,1,36.7,2024-08-15,Nam
D01484,KH12,Ao thun,Thoi trang,2,13.1,2024-09-16,Nam
D01485,KH20,Noi com dien,Gia dung,11,52.2,2024-11-23,Trung
D01486,KH31,Sach Spark,Sach,4,26.0,2024-10-07,Nam
D01487,KH01,Giay the thao,Thoi trang,2,59.9,2024-06-21,Bac
D01488,KH35,Sach Python,Sach,5,21.6,2024-11-16,Bac
D01489,KH31,Noi com dien,Gia dung,3,57.0,2024-04-10,Nam
D01490,KH14,Tai nghe,Dien tu,2,44.7,2024-10-23,Trung
D01491,KH04,Laptop,Dien tu,2,1492.8,2024-10-20,Bac
D01492,KH24,Giay the thao,Thoi trang,9,54.3,2024-07-09,Nam
D01493,KH38,Ao thun,Thoi trang,9,13.1,2024-11-20,Bac
D01494,KH25,Sach Spark,Sach,2,24.3,2024-10-31,Nam
D01495,KH28,Quan jean,Thoi trang,10,35.5,2024-04-24,Bac
D01496,KH10,Dien thoai,Dien tu,2,734.0,2024-04-20,Bac
D01497,KH31,Quan jean,Thoi trang,8,36.0,2024-11-15,Trung
D01498,KH34,Dien thoai,Dien tu,3,723.4,2024-05-15,Nam
D01499,KH11,Quan jean,Thoi trang,8,38.4,2024-03-23,Bac
D01500,KH25,Sach Python,Sach,4,18.1,2024-08-09,Bac
D01501,KH30,Sach Python,Sach,10,20.2,2025-01-28,Nam
D01502,KH35,Quan jean,Thoi trang,11,35.4,2025-01-22,Nam
D01503,KH07,Giay the thao,Thoi trang,5,65.9,2025-01-24,Bac
D01504,KH16,Noi com dien,Gia dung,8,56.4,2024-11-05,Bac
D01505,KH35,Tai nghe,Dien tu,3,41.9,2024-07-24,Nam
D01506,KH35,Giay the thao,Thoi trang,9,55.5,2024-09-10,Nam
D01507,KH38,Sach Spark,Sach,5,22.7,2024-09-05,Trung
D01508,KH08,May xay,Gia dung,7,42.1,2024-04-21,Bac
D01509,KH22,Laptop,Dien tu,1,1626.2,2025-01-11,Bac
D01510,KH12,Quan jean,Thoi trang,9,35.2,2024-11-24,Trung
D01511,KH16,Tai nghe,Dien tu,2,41.5,2024-04-13,Bac
D01512,KH15,Quan jean,Thoi trang,5,35.2,2024-03-12,Bac
D01513,KH40,Laptop,Dien tu,1,1460.9,2024-07-15,Bac
D01514,KH28,May xay,Gia dung,4,36.3,2024-03-08,Bac
D01515,KH31,Quan jean,Thoi trang,9,35.1,2024-03-04,Bac
D01516,KH09,Noi com dien,Gia dung,5,59.2,2024-11-16,Bac
D01517,KH36,May xay,Gia dung,4,42.2,2024-12-01,Nam
D01518,KH40,Quan jean,Thoi trang,10,34.9,2025-02-13,Trung
D01519,KH14,Laptop,Dien tu,2,1486.9,2024-05-29,Nam
D01520,KH22,May xay,Gia dung,8,37.2,2025-01-05,Nam
D01521,KH38,Quan jean,Thoi trang,1,38.1,2024-10-24,Nam
D01522,KH11,Tai nghe,Dien tu,3,48.1,2024-11-03,Bac
D01523,KH19,Giay the thao,Thoi trang,2,63.2,2024-10-26,Bac
D01524,KH34,Ao thun,Thoi trang,1,12.1,2024-06-19,Trung
D01525,KH23,Noi com dien,Gia dung,4,59.9,2024-11-25,Bac
D01526,KH19,Noi com dien,Gia dung,11,55.2,2025-02-01,Trung
D01527,KH37,Quan jean,Thoi trang,10,36.3,2024-12-08,Nam
D01528,KH39,Tai nghe,Dien tu,3,42.7,2024-11-07,Bac
D01529,KH28,Sach Python,Sach,5,21.4,2024-03-09,Nam
D01530,KH03,Sach Spark,Sach,8,23.9,2025-02-25,Bac
D01531,KH30,Quan jean,Thoi trang,4,35.3,2024-11-05,Bac
D01532,KH24,Ao thun,Thoi trang,7,11.9,2024-04-06,Trung
D01533,KH05,Laptop,Dien tu,1,1369.0,2024-07-14,Nam
D01534,KH18,Dien thoai,Dien tu,3,862.0,2024-06-13,Bac
D01535,KH29,Giay the thao,Thoi trang,11,58.3,2024-11-15,Bac
D01536,KH29,Noi com dien,Gia dung,11,55.6,2025-02-09,Bac
D01537,KH28,Quan jean,Thoi trang,1,35.9,2024-07-15,Nam
D01538,KH27,Noi com dien,Gia dung,1,51.9,2024-10-28,Bac
D01539,KH34,Quan jean,Thoi trang,1,31.6,2024-03-19,Trung
D01540,KH19,Laptop,Dien tu,2,1568.8,2024-11-18,Nam
D01541,KH06,Laptop,Dien tu,2,1509.5,2024-03-03,Nam
D01542,KH08,Noi com dien,Gia dung,9,51.8,2024-03-31,Nam
D01543,KH33,Tai nghe,Dien tu,3,41.7,2024-11-08,Bac
D01544,KH29,Noi com dien,Gia dung,4,55.0,2024-11-11,Nam
D01545,KH20,Sach Python,Sach,8,21.9,2024-03-16,Bac
D01546,KH07,Dien thoai,Dien tu,1,810.5,2024-05-28,Nam
D01547,KH10,Dien thoai,Dien tu,2,820.3,2025-02-27,Nam
D01548,KH23,May xay,Gia dung,2,38.9,2024-10-01,Bac
D01549,KH03,Laptop,Dien tu,2,1591.8,2024-12-24,Bac
D01550,KH40,Noi com dien,Gia dung,2,55.8,2024-03-03,Nam
D01551,KH13,Giay the thao,Thoi trang,2,57.6,2024-09-13,Nam
D01552,KH15,Laptop,Dien tu,3,1643.3,2024-06-11,Nam
D01553,KH30,Laptop,Dien tu,3,1526.2,2024-03-30,Trung
D01554,KH40,Tai nghe,Dien tu,3,45.8,2025-02-21,Bac
D01555,KH14,Sach Python,Sach,4,19.4,2025-01-30,Trung
D01556,KH32,May xay,Gia dung,7,43.9,2024-06-17,Bac
D01557,KH17,Tai nghe,Dien tu,1,42.4,2024-12-30,Trung
D01558,KH10,Dien thoai,Dien tu,3,798.0,2024-03-09,Bac
D01559,KH13,Ao thun,Thoi trang,9,13.7,2024-05-17,Trung
D01560,KH15,Ao thun,Thoi trang,2,13.7,2024-04-12,Nam
D01561,KH16,Giay the thao,Thoi trang,8,59.1,2024-09-14,Nam
D01562,KH08,Sach Spark,Sach,7,25.1,2024-06-07,Nam
D01563,KH10,May xay,Gia dung,5,40.3,2024-04-18,Trung
D01564,KH33,Sach Python,Sach,8,18.6,2024-11-01,Bac
D01565,KH21,Tai nghe,Dien tu,2,44.5,2024-04-03,Nam
D01566,KH24,Noi com dien,Gia dung,10,57.8,2024-10-27,Nam
D01567,KH30,May xay,Gia dung,9,43.3,2024-11-14,Bac
D01568,KH38,Giay the thao,Thoi trang,7,54.2,2024-11-07,Bac
D01569,KH23,Ao thun,Thoi trang,6,11.7,2024-09-29,Nam
D01570,KH18,Sach Python,Sach,10,20.2,2024-11-02,Nam
D01571,KH25,May xay,Gia dung,8,43.8,2024-08-24,Nam
D01572,KH33,Quan jean,Thoi trang,7,31.8,2024-07-15,Nam
D01573,KH12,Quan jean,Thoi trang,10,36.0,2025-01-16,Nam
D01574,KH40,Quan jean,Thoi trang,5,32.5,2024-04-14,Trung
D01575,KH33,May xay,Gia dung,2,38.7,2024-08-02,Bac
D01576,KH38,Sach Spark,Sach,3,24.3,2024-12-08,Nam
D01577,KH26,Laptop,Dien tu,2,1454.3,2024-05-29,Nam
D01578,KH12,May xay,Gia dung,10,42.9,2024-08-09,Nam
D01579,KH31,Noi com dien,Gia dung,1,52.6,2025-02-12,Nam
D01580,KH30,Giay the thao,Thoi trang,8,64.3,2024-11-05,Trung
D01581,KH22,Dien thoai,Dien tu,1,823.8,2024-07-28,Trung
D01582,KH11,Ao thun,Thoi trang,3,11.4,2024-07-22,Bac
D01583,KH32,Sach Spark,Sach,8,25.3,2024-06-07,Bac
D01584,KH26,Sach Python,Sach,6,19.8,2024-08-04,Bac
D01585,KH11,Sach Spark,Sach,3,25.0,2024-12-28,Bac
D01586,KH25,Laptop,Dien tu,3,1453.0,2024-09-21,Nam
D01587,KH38,Sach Spark,Sach,7,23.8,2024-03-17,Nam
D01588,KH26,Quan jean,Thoi trang,4,38.4,2025-01-07,Nam
D01589,KH27,Ao thun,Thoi trang,4,11.9,2024-10-10,Bac
D01590,KH19,Noi com dien,Gia dung,1,59.8,2024-04-25,Trung
D01591,KH08,Laptop,Dien tu,3,1578.7,2024-10-17,Nam
D01592,KH04,Dien thoai,Dien tu,1,814.8,2024-10-13,Bac
D01593,KH18,Ao thun,Thoi trang,4,11.7,2025-01-10,Nam
D01594,KH02,May xay,Gia dung,1,44.0,2024-11-28,Nam
D01595,KH35,Sach Spark,Sach,8,24.4,2024-09-07,Nam
D01596,KH38,Ao thun,Thoi trang,8,12.7,2024-10-30,Bac
D01597,KH37,Noi com dien,Gia dung,5,52.0,2025-02-10,Bac
D01598,KH30,Noi com dien,Gia dung,3,59.6,2024-06-07,Bac
D01599,KH22,Tai nghe,Dien tu,3,41.9,2024-12-15,Bac
D01600,KH31,May xay,Gia dung,9,40.5,2025-01-10,Bac
D01601,KH01,Sach Spark,Sach,9,26.2,2024-10-23,Bac
D01602,KH15,Sach Python,Sach,9,20.7,2024-08-18,Nam
D01603,KH38,Dien thoai,Dien tu,2,861.4,2024-09-10,Nam
D01604,KH09,Dien thoai,Dien tu,3,760.4,2025-01-08,Nam
D01605,KH16,Sach Spark,Sach,5,24.9,2024-05-11,Nam
D01606,KH38,Noi com dien,Gia dung,10,55.2,2024-04-05,Nam
D01607,KH14,Sach Python,Sach,1,21.8,2024-11-07,Bac
D01608,KH35,Dien thoai,Dien tu,1,790.9,2024-07-02,Trung
D01609,KH37,Tai nghe,Dien tu,3,41.2,2024-11-25,Nam
D01610,KH01,Quan jean,Thoi trang,4,33.8,2025-02-15,Nam
D01611,KH36,May xay,Gia dung,10,42.4,2024-04-06,Nam
D01612,KH30,Ao thun,Thoi trang,1,12.6,2024-04-11,Bac
D01613,KH40,Tai nghe,Dien tu,3,47.4,2024-07-26,Nam
D01614,KH26,Quan jean,Thoi trang,10,32.3,2024-11-07,Bac
D01615,KH35,Dien thoai,Dien tu,1,831.9,2024-08-30,Bac
D01616,KH05,Giay the thao,Thoi trang,3,60.7,2024-09-28,Bac
D01617,KH30,Giay the thao,Thoi trang,5,61.4,2024-03-07,Nam
D01618,KH29,Sach Python,Sach,5,21.5,2024-07-13,Trung
D01619,KH38,Dien thoai,Dien tu,3,775.6,2024-12-14,Bac
D01620,KH10,Giay the thao,Thoi trang,8,56.9,2024-11-26,Bac
D01621,KH35,Ao thun,Thoi trang,4,11.4,2024-09-06,Trung
D01622,KH03,Laptop,Dien tu,2,1553.8,2024-06-28,Nam
D01623,KH37,Sach Spark,Sach,5,26.1,2024-12-12,Trung
D01624,KH12,Quan jean,Thoi trang,11,35.1,2024-05-27,Trung
D01625,KH35,Sach Spark,Sach,3,26.7,2024-05-29,Nam
D01626,KH22,Ao thun,Thoi trang,8,11.7,2024-10-29,Nam
D01627,KH10,Quan jean,Thoi trang,9,38.2,2024-09-02,Trung
D01628,KH31,May xay,Gia dung,9,38.4,2024-12-22,Bac
D01629,KH26,May xay,Gia dung,11,39.3,2024-12-10,Nam
D01630,KH18,May xay,Gia dung,8,43.6,2024-07-01,Nam
D01631,KH02,Giay the thao,Thoi trang,11,63.4,2024-08-18,Nam
D01632,KH01,Laptop,Dien tu,3,1523.8,2025-02-08,Nam
D01633,KH09,May xay,Gia dung,7,37.2,2024-11-10,Bac
D01634,KH31,Noi com dien,Gia dung,6,53.6,2024-08-16,Nam
D01635,KH03,Tai nghe,Dien tu,3,47.9,2024-12-05,Trung
D01636,KH35,Laptop,Dien tu,3,1422.8,2025-02-09,Bac
D01637,KH17,Tai nghe,Dien tu,2,44.3,2024-09-12,Trung
D01638,KH07,May xay,Gia dung,1,37.8,2024-08-22,Bac
D01639,KH17,Ao thun,Thoi trang,2,12.9,2024-05-28,Nam
D01640,KH17,Quan jean,Thoi trang,6,37.5,2024-11-26,Nam
D01641,KH03,Laptop,Dien tu,2,1514.7,2024-05-23,Bac
D01642,KH15,May xay,Gia dung,9,42.0,2024-03-30,Trung
D01643,KH38,Tai nghe,Dien tu,2,42.7,2024-09-07,Bac
D01644,KH18,Noi com dien,Gia dung,3,60.1,2024-10-20,Trung
D01645,KH07,Giay the thao,Thoi trang,10,59.0,2024-05-15,Bac
D01646,KH39,Quan jean,Thoi trang,10,32.5,2024-07-28,Trung
D01647,KH37,Giay the thao,Thoi trang,3,56.4,2024-11-04,Nam
D01648,KH29,Laptop,Dien tu,1,1621.6,2025-01-07,Bac
D01649,KH32,Ao thun,Thoi trang,4,13.4,2024-04-01,Nam
D01650,KH03,Quan jean,Thoi trang,6,35.4,2024-10-07,Bac
D01651,KH20,Sach Spark,Sach,5,22.7,2024-07-16,Nam
D01652,KH11,Laptop,Dien tu,2,1510.3,2024-11-19,Bac
D01653,KH23,Laptop,Dien tu,2,1398.0,2024-11-16,Bac
D01654,KH28,Sach Python,Sach,4,20.6,2024-06-07,Nam
D01655,KH19,Noi com dien,Gia dung,8,51.0,2024-06-06,Trung
D01656,KH38,Tai nghe,Dien tu,3,47.5,2024-06-17,Nam
D01657,KH23,Tai nghe,Dien tu,2,41.6,2024-05-13,Bac
D01658,KH08,Sach Python,Sach,3,21.1,2025-02-22,Nam
D01659,KH30,Giay the thao,Thoi trang,4,62.9,2024-08-30,Nam
D01660,KH09,Noi com dien,Gia dung,5,56.0,2024-04-14,Trung
D01661,KH32,Tai nghe,Dien tu,2,41.6,2024-09-21,Nam
D01662,KH12,Giay the thao,Thoi trang,6,57.4,2025-02-14,Trung
D01663,KH34,Giay the thao,Thoi trang,8,64.6,2025-02-06,Nam
D01664,KH15,Quan jean,Thoi trang,10,32.6,2025-01-22,Nam
D01665,KH20,Sach Spark,Sach,9,25.5,2025-01-30,Bac
D01666,KH29,Laptop,Dien tu,1,1470.5,2024-06-14,Trung
D01667,KH08,Ao thun,Thoi trang,1,12.7,2024-10-31,Bac
D01668,KH02,Noi com dien,Gia dung,11,50.4,2024-08-17,Trung
D01669,KH24,Quan jean,Thoi trang,6,32.6,2025-02-03,Trung
D01670,KH06,Giay the thao,Thoi trang,6,62.7,2024-04-14,Nam
D01671,KH22,Dien thoai,Dien tu,2,854.1,2024-06-25,Trung
D01672,KH31,May xay,Gia dung,8,42.6,2024-07-06,Bac
D01673,KH36,Giay the thao,Thoi trang,1,55.3,2024-04-17,Bac
D01674,KH37,May xay,Gia dung,11,42.1,2025-02-08,Bac
D01675,KH02,Tai nghe,Dien tu,3,46.0,2024-11-23,Bac
D01676,KH36,Dien thoai,Dien tu,1,738.7,2024-12-28,Nam
D01677,KH13,Dien thoai,Dien tu,2,748.1,2024-03-02,Nam
D01678,KH12,Sach Spark,Sach,3,23.2,2025-02-17,Bac
D01679,KH21,Sach Spark,Sach,4,24.5,2024-08-07,Bac
D01680,KH17,Tai nghe,Dien tu,3,46.4,2025-01-26,Nam
D01681,KH33,Sach Python,Sach,2,19.3,2024-07-16,Nam
D01682,KH01,Sach Python,Sach,10,20.9,2024-06-19,Trung
D01683,KH08,Noi com dien,Gia dung,8,58.9,2024-04-01,Nam
D01684,KH01,Dien thoai,Dien tu,1,801.9,2024-05-21,Nam
D01685,KH06,Tai nghe,Dien tu,2,41.2,2024-05-08,Trung
D01686,KH34,Tai nghe,Dien tu,1,42.2,2024-07-16,Bac
D01687,KH02,May xay,Gia dung,8,42.6,2025-02-06,Bac
D01688,KH24,Dien thoai,Dien tu,3,830.9,2025-02-27,Nam
D01689,KH31,Tai nghe,Dien tu,3,44.1,2024-05-20,Trung
D01690,KH27,May xay,Gia dung,8,39.4,2024-06-09,Nam
D01691,KH32,Giay the thao,Thoi trang,10,63.0,2024-12-01,Nam
D01692,KH11,Ao thun,Thoi trang,5,13.5,2024-03-18,Bac
D01693,KH37,Dien thoai,Dien tu,1,831.9,2024-07-15,Nam
D01694,KH23,Laptop,Dien tu,1,1563.7,2024-10-06,Bac
D01695,KH25,Quan jean,Thoi trang,6,33.7,2024-12-21,Nam
D01696,KH19,Sach Python,Sach,1,19.2,2025-02-16,Bac
D01697,KH02,Ao thun,Thoi trang,8,11.3,2025-01-20,Trung
D01698,KH08,Dien thoai,Dien tu,1,801.2,2024-04-22,Nam
D01699,KH26,Sach Spark,Sach,8,22.7,2025-01-06,Nam
D01700,KH17,Giay the thao,Thoi trang,6,55.8,2024-10-13,Bac
D01701,KH04,Sach Python,Sach,11,20.9,2024-06-21,Nam
D01702,KH25,Sach Python,Sach,7,20.3,2024-04-24,Nam
D01703,KH23,Sach Python,Sach,3,18.6,2025-01-29,Bac
D01704,KH17,Laptop,Dien tu,2,1569.3,2024-06-12,Nam
D01705,KH07,Sach Python,Sach,4,21.4,2024-11-06,Bac
D01706,KH10,Ao thun,Thoi trang,11,12.9,2024-08-12,Trung
D01707,KH29,Quan jean,Thoi trang,10,36.0,2024-08-07,Bac
D01708,KH07,Laptop,Dien tu,1,1414.9,2025-02-19,Bac
D01709,KH37,Laptop,Dien tu,2,1405.0,2024-07-26,Bac
D01710,KH01,Sach Python,Sach,11,21.4,2024-09-30,Nam
D01711,KH08,Giay the thao,Thoi trang,8,65.9,2024-05-10,Bac
D01712,KH25,Ao thun,Thoi trang,6,13.4,2024-03-19,Bac
D01713,KH19,May xay,Gia dung,10,43.4,2024-07-09,Bac
D01714,KH03,Laptop,Dien tu,3,1531.6,2024-03-02,Nam
D01715,KH35,Sach Spark,Sach,4,23.9,2024-11-30,Nam
D01716,KH11,Tai nghe,Dien tu,3,44.0,2025-01-25,Bac
D01717,KH12,Tai nghe,Dien tu,2,42.1,2024-09-16,Bac
D01718,KH31,Sach Spark,Sach,8,26.9,2024-12-30,Bac
D01719,KH11,Noi com dien,Gia dung,11,56.0,2024-09-04,Nam
D01720,KH04,Tai nghe,Dien tu,2,40.5,2024-10-21,Nam
D01721,KH17,Giay the thao,Thoi trang,10,65.4,2024-03-29,Bac
D01722,KH05,Tai nghe,Dien tu,1,44.7,2024-09-24,Trung
D01723,KH07,Noi com dien,Gia dung,11,53.2,2024-08-23,Bac
D01724,KH28,Sach Python,Sach,10,21.3,2024-06-18,Nam
D01725,KH22,Ao thun,Thoi trang,7,13.2,2024-05-11,Bac
D01726,KH21,Quan jean,Thoi trang,11,38.0,2024-12-01,Trung
D01727,KH10,Ao thun,Thoi trang,8,11.8,2024-03-10,Bac
D01728,KH37,Laptop,Dien tu,2,1407.9,2024-06-01,Bac
D01729,KH11,Laptop,Dien tu,3,1378.5,2024-05-29,Nam
D01730,KH21,Giay the thao,Thoi trang,6,65.4,2024-05-28,Bac
D01731,KH26,Dien thoai,Dien tu,2,805.6,2024-10-08,Trung
D01732,KH20,Tai nghe,Dien tu,3,44.8,2024-03-21,Nam
D01733,KH25,Ao thun,Thoi trang,6,12.8,2024-03-04,Nam
D01734,KH30,Sach Python,Sach,3,19.9,2024-06-30,Nam
D01735,KH20,Laptop,Dien tu,1,1407.7,2024-10-29,Bac
D01736,KH35,Laptop,Dien tu,1,1534.6,2025-02-19,Bac
D01737,KH12,Tai nghe,Dien tu,2,47.0,2024-06-16,Trung
D01738,KH35,Noi com dien,Gia dung,2,56.8,2024-05-09,Nam
D01739,KH16,Tai nghe,Dien tu,1,42.9,2024-05-13,Trung
D01740,KH08,Quan jean,Thoi trang,3,33.8,2024-10-06,Nam
D01741,KH25,Ao thun,Thoi trang,5,12.5,2024-07-17,Nam
D01742,KH31,Sach Python,Sach,11,21.9,2024-04-12,Nam
D01743,KH28,Laptop,Dien tu,2,1595.9,2025-01-20,Nam
D01744,KH34,Ao thun,Thoi trang,1,11.3,2025-01-10,Bac
D01745,KH02,Sach Spark,Sach,6,24.4,2024-07-27,Bac
D01746,KH02,Sach Python,Sach,11,19.9,2024-07-27,Bac
D01747,KH02,May xay,Gia dung,4,41.6,2024-06-30,Nam
D01748,KH14,Dien thoai,Dien tu,1,838.6,2025-02-14,Bac
D01749,KH12,Sach Python,Sach,6,19.2,2024-11-05,Bac
