ma_gd,ma_kh,so_tien,trang_thai,thoi_gian
GD001274,KH01530,151000.0,THAT BAI,2026-01-12 06:04:00
GD001275,KH00768,324000.0,THANH CONG,2026-01-12 06:34:00
GD001276,KH02269,327000.0,THANH CONG,2026-01-12 06:39:00
GD001277,KH02763,1124000.0,THANH CONG,2026-01-12 07:08:00
GD001278,KH01785,456000.0,THAT BAI,2026-01-12 07:30:00
GD001279,KH01855,1136000.0,THANH CONG,2026-01-12 07:39:00
GD001280,KH02388,184000.0,THAT BAI,2026-01-12 07:50:00
GD001281,KH02447,1801000.0,THANH CONG,2026-01-12 07:56:00
GD001282,KH00861,372000.0,THANH CONG,2026-01-12 08:29:00
GD001283,KH01654,4209000.0,THAT BAI,2026-01-12 08:30:00
GD001284,KH00009,50000.0,THANH CONG,2026-01-12 08:43:00
GD001285,KH00865,494000.0,THANH CONG,2026-01-12 08:48:00
GD001286,KH01753,218000.0,THANH CONG,2026-01-12 08:57:00
GD001287,KH00435,708000.0,CHO XU LY,2026-01-12 09:20:00
GD001288,KH01124,606000.0,THANH CONG,2026-01-12 09:40:00
GD001289,KH00780,325000.0,THANH CONG,2026-01-12 10:01:00
GD001290,KH00643,310000.0,THANH CONG,2026-01-12 10:26:00
GD001291,KH00805,677000.0,THANH CONG,2026-01-12 10:29:00
GD001292,KH00711,744000.0,THANH CONG,2026-01-12 10:44:00
GD001293,KH02203,1526000.0,THANH CONG,2026-01-12 11:43:00
GD001294,KH01092,919000.0,THANH CONG,2026-01-12 11:51:00
GD001295,KH01477,170000.0,THANH CONG,2026-01-12 12:06:00
GD001296,KH00964,242000.0,THANH CONG,2026-01-12 13:04:00
GD001297,KH01189,218000.0,THANH CONG,2026-01-12 13:05:00
GD001298,KH01846,217000.0,THANH CONG,2026-01-12 13:14:00
GD001299,KH00755,843000.0,THANH CONG,2026-01-12 13:47:00
GD001300,KH01939,606000.0,THANH CONG,2026-01-12 14:06:00
GD001301,KH00099,203000.0,THAT BAI,2026-01-12 14:50:00
GD001302,KH02105,106000.0,THANH CONG,2026-01-12 15:16:00
GD001303,KH01827,326000.0,CHO XU LY,2026-01-12 15:21:00
GD001304,KH02139,1296000.0,THANH CONG,2026-01-12 15:36:00
GD001305,KH00390,232000.0,THANH CONG,2026-01-12 15:42:00
GD001306,KH00635,389000.0,THANH CONG,2026-01-12 16:02:00
GD001307,KH02045,655000.0,THANH CONG,2026-01-12 16:36:00
GD001308,KH02147,1320000.0,THANH CONG,2026-01-12 16:43:00
GD001309,KH01342,654000.0,THANH CONG,2026-01-12 16:43:00
GD001310,KH02787,800000.0,THANH CONG,2026-01-12 16:46:00
GD001311,KH01101,1038000.0,THANH CONG,2026-01-12 17:05:00
GD001312,KH01075,865000.0,THANH CONG,2026-01-12 17:09:00
GD001313,KH02426,183000.0,THANH CONG,2026-01-12 17:24:00
GD001314,KH02656,1455000.0,THANH CONG,2026-01-12 18:17:00
GD001315,KH00099,538000.0,THANH CONG,2026-01-12 18:18:00
GD001316,KH02624,408000.0,CHO XU LY,2026-01-12 18:29:00
GD001317,KH02700,1832000.0,THANH CONG,2026-01-12 18:34:00
GD001318,KH01312,650000.0,THANH CONG,2026-01-12 18:40:00
GD001319,KH00658,910000.0,THANH CONG,2026-01-12 18:49:00
GD001320,KH00511,621000.0,THANH CONG,2026-01-12 19:00:00
GD001321,KH01448,197000.0,THAT BAI,2026-01-12 19:04:00
GD001322,KH01632,170000.0,THAT BAI,2026-01-12 19:11:00
GD001323,KH02599,327000.0,THANH CONG,2026-01-12 19:16:00
GD001324,KH01529,470000.0,THANH CONG,2026-01-12 19:37:00
GD001325,KH02750,389000.0,THANH CONG,2026-01-12 19:44:00
GD001326,KH01434,228000.0,THANH CONG,2026-01-12 20:15:00
GD001327,KH00177,162000.0,THANH CONG,2026-01-12 20:22:00
GD001328,KH01953,323000.0,THANH CONG,2026-01-12 20:22:00
GD001329,KH02868,515000.0,THANH CONG,2026-01-12 20:58:00
GD001330,KH01630,290000.0,THANH CONG,2026-01-12 21:07:00
GD001331,KH02675,939000.0,THANH CONG,2026-01-12 21:21:00
GD001332,KH01705,603000.0,THANH CONG,2026-01-12 21:21:00
GD001333,KH02496,193000.0,THAT BAI,2026-01-12 21:45:00
GD001334,KH00169,874000.0,THANH CONG,2026-01-12 21:54:00
GD001335,KH02256,366000.0,THANH CONG,2026-01-12 22:10:00
GD001336,KH01541,251000.0,CHO XU LY,2026-01-12 22:17:00
GD001337,KH00054,120000.0,THANH CONG,2026-01-12 22:21:00
GD001338,KH00530,667000.0,THAT BAI,2026-01-12 22:28:00
GD001339,KH02354,186000.0,THANH CONG,2026-01-12 23:07:00
GD001340,KH00605,146000.0,CHO XU LY,2026-01-12 23:20:00
GD001341,KH00414,329000.0,THANH CONG,2026-01-12 23:23:00
GD001342,KH00352,1706000.0,THANH CONG,2026-01-12 23:43:00
GD001343,KH01203,328000.0,THANH CONG,2026-01-12 23:57:00
GD001344,KH02067,180000.0,THAT BAI,2026-01-13 00:33:00
GD001345,KH01489,677000.0,THAT BAI,2026-01-13 01:12:00
GD001346,KH02606,225000.0,THANH CONG,2026-01-13 01:21:00
GD001347,KH01082,222000.0,THANH CONG,2026-01-13 01:50:00
GD001348,KH02058,530000.0,THANH CONG,2026-01-13 02:02:00
GD001349,KH01327,586000.0,THANH CONG,2026-01-13 02:08:00
GD001350,KH02168,420000.0,THANH CONG,2026-01-13 02:08:00
GD001351,KH00293,1430000.0,THAT BAI,2026-01-13 02:09:00
GD001352,KH02357,782000.0,THANH CONG,2026-01-13 02:28:00
GD001353,KH01216,510000.0,THANH CONG,2026-01-13 02:45:00
GD001354,KH00244,284000.0,THANH CONG,2026-01-13 02:57:00
GD001355,KH01978,384000.0,THANH CONG,2026-01-13 03:05:00
GD001356,KH01252,262000.0,THAT BAI,2026-01-13 03:07:00
GD001357,KH01326,62000.0,THANH CONG,2026-01-13 03:13:00
GD001358,KH01100,419000.0,THANH CONG,2026-01-13 03:16:00
GD001359,KH01576,374000.0,THANH CONG,2026-01-13 03:27:00
GD001360,KH02030,191000.0,THANH CONG,2026-01-13 03:35:00
GD001361,KH01317,1058000.0,THANH CONG,2026-01-13 03:47:00
GD001362,KH01501,1645000.0,THANH CONG,2026-01-13 04:07:00
GD001363,KH02846,490000.0,THANH CONG,2026-01-13 04:13:00
GD001364,KH01764,134000.0,THANH CONG,2026-01-13 04:17:00
GD001365,KH00201,943000.0,THANH CONG,2026-01-13 04:19:00
GD001366,KH00070,1534000.0,THAT BAI,2026-01-13 04:26:00
GD001367,KH02035,205000.0,THANH CONG,2026-01-13 04:45:00
GD001368,KH01968,149000.0,THANH CONG,2026-01-13 05:09:00
GD001369,KH01274,749000.0,THANH CONG,2026-01-13 05:14:00
GD001370,KH02707,796000.0,THANH CONG,2026-01-13 05:19:00
GD001371,KH01023,33000.0,THANH CONG,2026-01-13 05:26:00
GD001372,KH01205,1025000.0,THANH CONG,2026-01-13 05:41:00
GD001373,KH00334,293000.0,THANH CONG,2026-01-13 05:42:00
GD001374,KH01660,69000.0,THANH CONG,2026-01-13 05:49:00
GD001375,KH01033,524000.0,THANH CONG,2026-01-13 06:04:00
GD001376,KH02422,254000.0,THANH CONG,2026-01-13 06:16:00
GD001377,KH01143,161000.0,THANH CONG,2026-01-13 06:29:00
GD001378,KH01592,176000.0,THANH CONG,2026-01-13 07:21:00
GD001379,KH02933,165000.0,THANH CONG,2026-01-13 07:28:00
GD001380,KH00407,1074000.0,THANH CONG,2026-01-13 07:37:00
GD001381,KH00948,684000.0,THANH CONG,2026-01-13 07:46:00
GD001382,KH01083,135000.0,THANH CONG,2026-01-13 07:59:00
GD001383,KH00510,463000.0,THANH CONG,2026-01-13 08:04:00
GD001384,KH01318,140000.0,THANH CONG,2026-01-13 08:07:00
GD001385,KH01222,433000.0,THANH CONG,2026-01-13 08:17:00
GD001386,KH00951,213000.0,THAT BAI,2026-01-13 08:46:00
GD001387,KH01743,4365000.0,THANH CONG,2026-01-13 08:51:00
GD001388,KH00944,890000.0,THANH CONG,2026-01-13 08:58:00
GD001389,KH00122,307000.0,THANH CONG,2026-01-13 09:21:00
GD001390,KH00076,1130000.0,THANH CONG,2026-01-13 09:36:00
GD001391,KH02145,341000.0,THANH CONG,2026-01-13 10:12:00
GD001392,KH01973,976000.0,THAT BAI,2026-01-13 10:19:00
GD001393,KH01992,451000.0,THANH CONG,2026-01-13 10:49:00
GD001394,KH01522,584000.0,THANH CONG,2026-01-13 10:55:00
GD001395,KH00689,1089000.0,THANH CONG,2026-01-13 11:05:00
GD001396,KH01525,1932000.0,THANH CONG,2026-01-13 11:20:00
GD001397,KH01393,221000.0,THANH CONG,2026-01-13 11:26:00
GD001398,KH02914,370000.0,THAT BAI,2026-01-13 11:56:00
GD001399,KH01648,416000.0,THANH CONG,2026-01-13 12:33:00
GD001400,KH00952,130000.0,THANH CONG,2026-01-13 12:50:00
GD001401,KH01227,141000.0,THAT BAI,2026-01-13 12:52:00
GD001402,KH02164,173000.0,CHO XU LY,2026-01-13 12:53:00
GD001403,KH00557,391000.0,THANH CONG,2026-01-13 12:54:00
GD001404,KH00541,172000.0,THANH CONG,2026-01-13 13:03:00
GD001405,KH00155,1870000.0,THAT BAI,2026-01-13 13:18:00
GD001406,KH02522,1346000.0,THANH CONG,2026-01-13 13:19:00
GD001407,KH00468,185000.0,THANH CONG,2026-01-13 13:59:00
GD001408,KH02569,235000.0,THANH CONG,2026-01-13 14:20:00
GD001409,KH01264,1609000.0,THANH CONG,2026-01-13 14:41:00
GD001410,KH02195,70000.0,THANH CONG,2026-01-13 14:46:00
GD001411,KH02282,186000.0,THANH CONG,2026-01-13 14:53:00
GD001412,KH01353,1045000.0,THANH CONG,2026-01-13 15:07:00
GD001413,KH02906,1268000.0,THANH CONG,2026-01-13 15:42:00
GD001414,KH00168,959000.0,THANH CONG,2026-01-13 15:46:00
GD001415,KH00198,173000.0,THANH CONG,2026-01-13 15:52:00
GD001416,KH02411,110000.0,THANH CONG,2026-01-13 15:55:00
GD001417,KH00321,879000.0,THANH CONG,2026-01-13 15:55:00
GD001418,KH01904,363000.0,THANH CONG,2026-01-13 16:46:00
GD001419,KH02644,537000.0,THANH CONG,2026-01-13 17:13:00
GD001420,KH01652,308000.0,THANH CONG,2026-01-13 17:35:00
GD001421,KH01068,590000.0,THANH CONG,2026-01-13 17:49:00
GD001422,KH02816,897000.0,THAT BAI,2026-01-13 18:02:00
GD001423,KH02967,1248000.0,THANH CONG,2026-01-13 18:17:00
GD001424,KH00293,194000.0,THANH CONG,2026-01-13 18:34:00
GD001425,KH00984,698000.0,THANH CONG,2026-01-13 18:44:00
GD001426,KH00971,177000.0,THAT BAI,2026-01-13 18:55:00
GD001427,KH02695,1077000.0,CHO XU LY,2026-01-13 18:57:00
GD001428,KH00474,726000.0,CHO XU LY,2026-01-13 18:58:00
GD001429,KH01347,643000.0,THAT BAI,2026-01-13 19:10:00
GD001430,KH01223,214000.0,THANH CONG,2026-01-13 19:23:00
GD001431,KH01991,1181000.0,THANH CONG,2026-01-13 19:27:00
GD001432,KH00455,338000.0,THANH CONG,2026-01-13 19:41:00
GD001433,KH00723,137000.0,THANH CONG,2026-01-13 19:43:00
GD001434,KH00314,1314000.0,THANH CONG,2026-01-13 19:43:00
GD001435,KH00191,429000.0,THANH CONG,2026-01-13 20:15:00
GD001436,KH00516,1381000.0,THANH CONG,2026-01-13 20:28:00
GD001437,KH02832,122000.0,THANH CONG,2026-01-13 20:33:00
GD001438,KH01587,1782000.0,THANH CONG,2026-01-13 21:10:00
GD001439,KH01880,350000.0,THAT BAI,2026-01-13 21:32:00
GD001440,KH02371,78000.0,THANH CONG,2026-01-13 21:43:00
GD001441,KH02273,1118000.0,THANH CONG,2026-01-13 22:07:00
GD001442,KH01323,630000.0,THANH CONG,2026-01-13 22:22:00
GD001443,KH01690,202000.0,THANH CONG,2026-01-13 22:34:00
GD001444,KH02652,717000.0,THANH CONG,2026-01-13 22:53:00
GD001445,KH02372,317000.0,CHO XU LY,2026-01-13 22:55:00
GD001446,KH02091,639000.0,THANH CONG,2026-01-13 23:24:00
GD001447,KH00110,239000.0,THANH CONG,2026-01-14 00:23:00
GD001448,KH01565,437000.0,THAT BAI,2026-01-14 00:30:00
GD001449,KH01714,2929000.0,THAT BAI,2026-01-14 00:42:00
GD001450,KH01314,619000.0,THANH CONG,2026-01-14 00:58:00
GD001451,KH00083,238000.0,THANH CONG,2026-01-14 01:07:00
GD001452,KH00651,370000.0,THANH CONG,2026-01-14 02:02:00
GD001453,KH00048,249000.0,THANH CONG,2026-01-14 02:06:00
GD001454,KH00301,1174000.0,THANH CONG,2026-01-14 02:12:00
GD001455,KH01026,684000.0,THANH CONG,2026-01-14 02:21:00
GD001456,KH02888,502000.0,THAT BAI,2026-01-14 03:01:00
GD001457,KH00266,365000.0,THANH CONG,2026-01-14 03:27:00
GD001458,KH01668,198000.0,THANH CONG,2026-01-14 03:54:00
GD001459,KH01851,567000.0,THANH CONG,2026-01-14 04:13:00
GD001460,KH02016,258000.0,THANH CONG,2026-01-14 04:17:00
GD001461,KH01277,763000.0,THAT BAI,2026-01-14 04:55:00
GD001462,KH00162,1484000.0,THANH CONG,2026-01-14 05:14:00
GD001463,KH01203,779000.0,THANH CONG,2026-01-14 05:15:00
GD001464,KH00407,660000.0,THANH CONG,2026-01-14 05:29:00
GD001465,KH00612,958000.0,THANH CONG,2026-01-14 05:30:00
GD001466,KH00923,95000.0,THANH CONG,2026-01-14 06:06:00
GD001467,KH01953,428000.0,THAT BAI,2026-01-14 06:15:00
GD001468,KH01939,330000.0,THANH CONG,2026-01-14 06:26:00
GD001469,KH02550,126000.0,THANH CONG,2026-01-14 06:33:00
GD001470,KH00747,249000.0,THANH CONG,2026-01-14 06:35:00
GD001471,KH01582,407000.0,THANH CONG,2026-01-14 06:40:00
GD001472,KH02091,2503000.0,THAT BAI,2026-01-14 06:45:00
GD001473,KH02655,373000.0,THAT BAI,2026-01-14 07:05:00
GD001474,KH02471,311000.0,THANH CONG,2026-01-14 07:16:00
GD001475,KH01060,312000.0,THAT BAI,2026-01-14 07:28:00
GD001476,KH02161,278000.0,THANH CONG,2026-01-14 07:39:00
GD001477,KH01081,614000.0,THANH CONG,2026-01-14 07:42:00
GD001478,KH01922,853000.0,THANH CONG,2026-01-14 07:44:00
GD001479,KH02341,2295000.0,THANH CONG,2026-01-14 07:53:00
GD001480,KH01372,2724000.0,THANH CONG,2026-01-14 08:02:00
GD001481,KH01874,235000.0,THANH CONG,2026-01-14 08:02:00
GD001482,KH01234,1329000.0,THANH CONG,2026-01-14 08:07:00
GD001483,KH02072,189000.0,THANH CONG,2026-01-14 08:08:00
GD001484,KH01837,369000.0,THANH CONG,2026-01-14 08:13:00
GD001485,KH01683,467000.0,CHO XU LY,2026-01-14 08:27:00
GD001486,KH00567,573000.0,THANH CONG,2026-01-14 08:49:00
GD001487,KH00416,392000.0,THANH CONG,2026-01-14 08:52:00
GD001488,KH00065,350000.0,THANH CONG,2026-01-14 08:54:00
GD001489,KH01173,325000.0,THANH CONG,2026-01-14 09:02:00
GD001490,KH01478,232000.0,THANH CONG,2026-01-14 09:08:00
GD001491,KH00586,627000.0,THANH CONG,2026-01-14 09:16:00
GD001492,KH01621,693000.0,THANH CONG,2026-01-14 09:22:00
GD001493,KH00294,525000.0,THANH CONG,2026-01-14 09:31:00
GD001494,KH00599,182000.0,THANH CONG,2026-01-14 09:34:00
GD001495,KH00577,922000.0,THANH CONG,2026-01-14 09:47:00
GD001496,KH02517,1942000.0,THAT BAI,2026-01-14 09:52:00
GD001497,KH01791,40000.0,THANH CONG,2026-01-14 10:11:00
GD001498,KH01737,1480000.0,THANH CONG,2026-01-14 10:20:00
GD001499,KH00467,263000.0,THANH CONG,2026-01-14 10:21:00
GD001500,KH00631,378000.0,THANH CONG,2026-01-14 10:28:00
GD001501,KH02923,300000.0,CHO XU LY,2026-01-14 10:31:00
GD001502,KH02222,339000.0,THANH CONG,2026-01-14 10:39:00
GD001503,KH02690,727000.0,THANH CONG,2026-01-14 10:44:00
GD001504,KH01996,599000.0,THAT BAI,2026-01-14 10:48:00
GD001505,KH00782,1051000.0,THANH CONG,2026-01-14 10:48:00
GD001506,KH01386,1083000.0,THANH CONG,2026-01-14 10:48:00
GD001507,KH02387,258000.0,THANH CONG,2026-01-14 11:03:00
GD001508,KH02833,1228000.0,THAT BAI,2026-01-14 11:10:00
GD001509,KH02073,367000.0,THANH CONG,2026-01-14 11:19:00
GD001510,KH01285,195000.0,THANH CONG,2026-01-14 11:25:00
GD001511,KH01749,1052000.0,THANH CONG,2026-01-14 12:25:00
GD001512,KH02404,462000.0,THANH CONG,2026-01-14 12:54:00
GD001513,KH00865,132000.0,THANH CONG,2026-01-14 12:56:00
GD001514,KH01759,358000.0,THANH CONG,2026-01-14 13:02:00
GD001515,KH00333,885000.0,CHO XU LY,2026-01-14 13:24:00
GD001516,KH00607,425000.0,THANH CONG,2026-01-14 13:28:00
GD001517,KH00316,680000.0,THANH CONG,2026-01-14 13:29:00
GD001518,KH00279,599000.0,THAT BAI,2026-01-14 13:36:00
GD001519,KH02833,182000.0,THANH CONG,2026-01-14 14:08:00
GD001520,KH02647,1860000.0,THANH CONG,2026-01-14 14:20:00
GD001521,KH01462,680000.0,THANH CONG,2026-01-14 14:53:00
GD001522,KH02355,395000.0,THAT BAI,2026-01-14 14:56:00
GD001523,KH00947,314000.0,THANH CONG,2026-01-14 15:03:00
GD001524,KH00813,136000.0,THANH CONG,2026-01-14 15:21:00
GD001525,KH00721,1692000.0,THANH CONG,2026-01-14 16:00:00
GD001526,KH00605,630000.0,THANH CONG,2026-01-14 16:21:00
GD001527,KH01947,1094000.0,THANH CONG,2026-01-14 16:22:00
GD001528,KH00752,310000.0,THANH CONG,2026-01-14 16:39:00
GD001529,KH00508,393000.0,THANH CONG,2026-01-14 16:59:00
GD001530,KH01809,968000.0,THANH CONG,2026-01-14 17:00:00
GD001531,KH02341,300000.0,THANH CONG,2026-01-14 17:22:00
GD001532,KH01403,1163000.0,THANH CONG,2026-01-14 17:31:00
GD001533,KH02402,720000.0,THANH CONG,2026-01-14 17:57:00
GD001534,KH01468,896000.0,THANH CONG,2026-01-14 18:04:00
GD001535,KH00531,476000.0,THANH CONG,2026-01-14 18:32:00
GD001536,KH02402,770000.0,THANH CONG,2026-01-14 18:37:00
GD001537,KH02006,392000.0,THANH CONG,2026-01-14 18:47:00
GD001538,KH00467,562000.0,THAT BAI,2026-01-14 19:28:00
GD001539,KH00122,279000.0,THANH CONG,2026-01-14 19:42:00
GD001540,KH02830,2095000.0,THANH CONG,2026-01-14 19:42:00
GD001541,KH02184,1460000.0,THANH CONG,2026-01-14 19:43:00
GD001542,KH01131,3671000.0,THANH CONG,2026-01-14 19:47:00
GD001543,KH00481,160000.0,THANH CONG,2026-01-14 19:48:00
GD001544,KH01224,1587000.0,THANH CONG,2026-01-14 19:51:00
GD001545,KH01776,87000.0,THANH CONG,2026-01-14 19:57:00
GD001546,KH01312,270000.0,THANH CONG,2026-01-14 20:13:00
GD001547,KH01274,778000.0,THANH CONG,2026-01-14 20:18:00
GD001548,KH01207,937000.0,THANH CONG,2026-01-14 20:23:00
GD001549,KH00557,302000.0,THANH CONG,2026-01-14 20:45:00
GD001550,KH02465,1045000.0,THANH CONG,2026-01-14 20:45:00
GD001551,KH00490,1045000.0,THANH CONG,2026-01-14 20:57:00
GD001552,KH00702,75000.0,THANH CONG,2026-01-14 21:16:00
GD001553,KH02114,104000.0,THANH CONG,2026-01-14 22:06:00
GD001554,KH00250,109000.0,THANH CONG,2026-01-14 22:20:00
GD001555,KH02939,353000.0,THANH CONG,2026-01-14 23:03:00
GD001556,KH01355,142000.0,THANH CONG,2026-01-14 23:13:00
GD001557,KH01472,339000.0,THANH CONG,2026-01-14 23:34:00
GD001558,KH01157,4174000.0,THAT BAI,2026-01-14 23:49:00
GD001559,KH00036,2795000.0,THAT BAI,2026-01-15 00:51:00
GD001560,KH01604,374000.0,THAT BAI,2026-01-15 00:59:00
GD001561,KH02383,1093000.0,THANH CONG,2026-01-15 01:00:00
GD001562,KH01412,2245000.0,THAT BAI,2026-01-15 01:01:00
GD001563,KH02476,248000.0,THANH CONG,2026-01-15 01:09:00
GD001564,KH01649,1260000.0,THANH CONG,2026-01-15 01:09:00
GD001565,KH02782,665000.0,THANH CONG,2026-01-15 01:10:00
GD001566,KH00126,994000.0,THANH CONG,2026-01-15 01:32:00
GD001567,KH01803,556000.0,THANH CONG,2026-01-15 02:01:00
GD001568,KH00017,289000.0,THANH CONG,2026-01-15 02:21:00
GD001569,KH00320,906000.0,THANH CONG,2026-01-15 02:29:00
GD001570,KH01947,607000.0,THANH CONG,2026-01-15 02:33:00
GD001571,KH01217,72000.0,THANH CONG,2026-01-15 02:35:00
GD001572,KH00924,651000.0,THANH CONG,2026-01-15 02:43:00
GD001573,KH01290,165000.0,THANH CONG,2026-01-15 02:47:00
GD001574,KH01443,605000.0,THANH CONG,2026-01-15 02:49:00
GD001575,KH02668,713000.0,CHO XU LY,2026-01-15 03:06:00
GD001576,KH01724,409000.0,THANH CONG,2026-01-15 03:11:00
GD001577,KH00711,530000.0,THANH CONG,2026-01-15 03:15:00
GD001578,KH02464,164000.0,THANH CONG,2026-01-15 03:27:00
GD001579,KH00637,123000.0,THANH CONG,2026-01-15 03:27:00
GD001580,KH00885,787000.0,THANH CONG,2026-01-15 03:42:00
GD001581,KH00474,99000.0,THANH CONG,2026-01-15 04:03:00
GD001582,KH02197,351000.0,THANH CONG,2026-01-15 04:04:00
GD001583,KH00001,380000.0,THAT BAI,2026-01-15 04:11:00
GD001584,KH01890,239000.0,THANH CONG,2026-01-15 04:12:00
GD001585,KH00762,547000.0,THAT BAI,2026-01-15 04:30:00
GD001586,KH02614,1271000.0,THANH CONG,2026-01-15 04:32:00
GD001587,KH01604,1041000.0,THANH CONG,2026-01-15 04:50:00
GD001588,KH01274,2341000.0,THANH CONG,2026-01-15 05:21:00
GD001589,KH00445,394000.0,THANH CONG,2026-01-15 05:34:00
GD001590,KH01101,1587000.0,THANH CONG,2026-01-15 05:34:00
GD001591,KH01885,749000.0,THANH CONG,2026-01-15 05:36:00
GD001592,KH01920,1234000.0,THANH CONG,2026-01-15 05:43:00
GD001593,KH01649,163000.0,THANH CONG,2026-01-15 05:55:00
GD001594,KH00821,324000.0,THANH CONG,2026-01-15 06:05:00
GD001595,KH02478,528000.0,THANH CONG,2026-01-15 06:05:00
GD001596,KH00145,270000.0,THAT BAI,2026-01-15 06:09:00
GD001597,KH00578,823000.0,THANH CONG,2026-01-15 06:26:00
GD001598,KH00425,805000.0,THANH CONG,2026-01-15 06:26:00
GD001599,KH01978,389000.0,CHO XU LY,2026-01-15 07:05:00
GD001600,KH02244,784000.0,THANH CONG,2026-01-15 07:13:00
GD001601,KH00719,312000.0,THANH CONG,2026-01-15 07:13:00
GD001602,KH02778,405000.0,THANH CONG,2026-01-15 07:17:00
GD001603,KH00422,216000.0,CHO XU LY,2026-01-15 07:39:00
GD001604,KH02151,439000.0,THANH CONG,2026-01-15 07:48:00
GD001605,KH00835,756000.0,THANH CONG,2026-01-15 08:19:00
GD001606,KH02244,1702000.0,THANH CONG,2026-01-15 08:20:00
GD001607,KH02920,509000.0,THANH CONG,2026-01-15 08:56:00
GD001608,KH02862,791000.0,THAT BAI,2026-01-15 09:06:00
GD001609,KH01212,248000.0,CHO XU LY,2026-01-15 09:18:00
GD001610,KH00252,370000.0,THANH CONG,2026-01-15 09:24:00
GD001611,KH00481,109000.0,THAT BAI,2026-01-15 09:42:00
GD001612,KH02466,521000.0,THANH CONG,2026-01-15 10:11:00
GD001613,KH01843,134000.0,THAT BAI,2026-01-15 10:44:00
GD001614,KH01185,103000.0,THANH CONG,2026-01-15 10:45:00
GD001615,KH01969,887000.0,THANH CONG,2026-01-15 11:18:00
GD001616,KH02358,1262000.0,THANH CONG,2026-01-15 11:50:00
GD001617,KH00004,806000.0,THANH CONG,2026-01-15 11:57:00
GD001618,KH01520,132000.0,THANH CONG,2026-01-15 12:08:00
GD001619,KH02840,70000.0,THANH CONG,2026-01-15 12:43:00
GD001620,KH02944,753000.0,THANH CONG,2026-01-15 12:45:00
GD001621,KH02541,619000.0,THANH CONG,2026-01-15 12:50:00
GD001622,KH01211,871000.0,CHO XU LY,2026-01-15 12:59:00
GD001623,KH01647,345000.0,THANH CONG,2026-01-15 13:00:00
GD001624,KH02177,615000.0,THANH CONG,2026-01-15 13:06:00
GD001625,KH02895,456000.0,CHO XU LY,2026-01-15 13:16:00
GD001626,KH02178,676000.0,THAT BAI,2026-01-15 13:23:00
GD001627,KH00528,204000.0,THANH CONG,2026-01-15 13:27:00
GD001628,KH01998,879000.0,THANH CONG,2026-01-15 14:07:00
GD001629,KH02741,732000.0,THANH CONG,2026-01-15 14:22:00
GD001630,KH02128,810000.0,THANH CONG,2026-01-15 14:25:00
GD001631,KH00694,367000.0,THANH CONG,2026-01-15 14:25:00
GD001632,KH02426,461000.0,THANH CONG,2026-01-15 14:33:00
GD001633,KH01418,330000.0,THAT BAI,2026-01-15 14:48:00
GD001634,KH02803,2085000.0,THANH CONG,2026-01-15 15:08:00
GD001635,KH02181,1056000.0,THAT BAI,2026-01-15 15:09:00
GD001636,KH01070,258000.0,THANH CONG,2026-01-15 15:17:00
GD001637,KH00959,89000.0,THAT BAI,2026-01-15 15:32:00
GD001638,KH02934,612000.0,THANH CONG,2026-01-15 15:54:00
GD001639,KH00898,326000.0,THAT BAI,2026-01-15 15:58:00
GD001640,KH01133,2272000.0,THANH CONG,2026-01-15 16:35:00
GD001641,KH02378,815000.0,CHO XU LY,2026-01-15 16:36:00
GD001642,KH00880,999000.0,THAT BAI,2026-01-15 16:36:00
GD001643,KH02990,267000.0,THANH CONG,2026-01-15 16:37:00
GD001644,KH01796,1244000.0,THANH CONG,2026-01-15 16:58:00
GD001645,KH01253,460000.0,THANH CONG,2026-01-15 17:16:00
GD001646,KH00754,594000.0,THANH CONG,2026-01-15 17:50:00
GD001647,KH02951,1536000.0,THANH CONG,2026-01-15 18:18:00
GD001648,KH02684,657000.0,THAT BAI,2026-01-15 18:40:00
GD001649,KH02910,382000.0,THAT BAI,2026-01-15 18:52:00
GD001650,KH02456,148000.0,THANH CONG,2026-01-15 18:57:00
GD001651,KH00236,415000.0,THANH CONG,2026-01-15 19:08:00
GD001652,KH02230,89000.0,THAT BAI,2026-01-15 19:10:00
GD001653,KH02998,295000.0,THANH CONG,2026-01-15 19:25:00
GD001654,KH02210,837000.0,THANH CONG,2026-01-15 19:47:00
GD001655,KH02908,639000.0,THANH CONG,2026-01-15 20:52:00
GD001656,KH02924,380000.0,THAT BAI,2026-01-15 21:18:00
GD001657,KH02640,772000.0,THANH CONG,2026-01-15 21:23:00
GD001658,KH02290,467000.0,CHO XU LY,2026-01-15 21:30:00
GD001659,KH01688,1042000.0,THAT BAI,2026-01-15 21:31:00
GD001660,KH01943,279000.0,THANH CONG,2026-01-15 21:49:00
GD001661,KH00780,208000.0,THANH CONG,2026-01-15 22:07:00
GD001662,KH00673,547000.0,THANH CONG,2026-01-15 22:22:00
GD001663,KH00298,705000.0,THANH CONG,2026-01-15 22:22:00
GD001664,KH00009,823000.0,THANH CONG,2026-01-15 22:28:00
GD001665,KH02470,829000.0,THANH CONG,2026-01-15 22:35:00
GD001666,KH01728,1150000.0,THANH CONG,2026-01-15 22:47:00
GD001667,KH00460,1158000.0,CHO XU LY,2026-01-15 22:49:00
GD001668,KH02552,147000.0,THANH CONG,2026-01-15 22:59:00
