ma_kh,tuoi,thu_nhap,chi_tieu,nghe_nghiep,thanh_pho,so_don_hang,diem_chi_tieu
KH03656,18.0,5.8,1.5,nhan_vien,TP HCM,1,27.0
KH03657,38.0,44.6,23.4,kinh_doanh,TP HCM,2,42.0
KH03658,41.0,3.9,3.0,sinh_vien,Da Nang,2,84.0
KH03659,39.0,16.9,8.9,ky_su,Ha Noi,1,43.0
KH03660,36.0,13.4,5.8,kinh_doanh,Can Tho,3,39.0
KH03661,32.0,20.5,17.3,nhan_vien,TP HCM,6,70.0
KH03662,45.0,13.0,9.7,ky_su,TP HCM,1,89.0
KH03663,22.0,33.6,29.3,ky_su,Ha Noi,5,99.0
KH03664,50.0,66.5,53.7,kinh_doanh,Da Nang,15,81.0
KH03665,47.0,7.6,4.6,ky_su,Da Nang,0,71.0
KH03666,27.0,19.6,14.7,nhan_vien,Ha Noi,4,66.0
KH03667,48.0,18.5,8.7,nhan_vien,TP HCM,3,47.0
KH03668,59.0,9.1,6.9,giao_vien,Hai Phong,2,85.0
KH03669,46.0,2.7,0.5,sinh_vien,Can Tho,1,18.0
KH03670,36.0,14.0,9.0,nhan_vien,Ha Noi,2,66.0
KH03671,26.0,22.7,13.9,kinh_doanh,Ha Noi,7,58.0
KH03672,35.0,23.5,18.1,giao_vien,TP HCM,5,82.0
KH03673,29.0,5.9,0.8,nhan_vien,Ha Noi,1,16.0
KH03674,57.0,32.7,26.7,bac_si,TP HCM,5,83.0
KH03675,35.0,55.7,46.3,kinh_doanh,TP HCM,7,88.0
KH03676,29.0,14.7,7.0,nhan_vien,Ha Noi,1,49.0
KH03677,29.0,9.9,6.2,nhan_vien,TP HCM,1,54.0
KH03678,37.0,7.0,5.0,sinh_vien,TP HCM,2,69.0
KH03679,47.0,5.6,4.9,nhan_vien,Ha Noi,3,95.0
KH03680,32.0,58.3,46.5,kinh_doanh,Ha Noi,15,76.0
KH03681,18.0,34.2,20.9,bac_si,Ha Noi,4,71.0
KH03682,31.0,44.4,32.5,nhan_vien,Ha Noi,11,79.0
KH03683,21.0,41.4,16.5,kinh_doanh,Can Tho,5,45.0
KH03684,19.0,13.8,7.4,nhan_vien,Da Nang,1,64.0
KH03685,39.0,69.9,35.2,bac_si,Hai Phong,6,49.0
KH03686,55.0,20.3,11.7,ky_su,TP HCM,2,69.0
KH03687,33.0,5.5,4.8,sinh_vien,Ha Noi,1,88.0
KH03688,50.0,20.0,14.6,giao_vien,Ha Noi,6,87.0
KH03689,35.0,19.3,14.9,ky_su,Ha Noi,4,90.0
KH03690,42.0,6.6,8.7,nhan_vien,Ha Noi,1,100.0
KH03691,37.0,28.8,23.7,kinh_doanh,Ha Noi,5,71.0
KH03692,34.0,6.7,3.8,nhan_vien,TP HCM,2,48.0
KH03693,18.0,22.4,17.3,nhan_vien,Ha Noi,1,82.0
KH03694,38.0,27.8,24.6,kinh_doanh,TP HCM,5,100.0
KH03695,43.0,8.1,6.0,giao_vien,TP HCM,0,83.0
KH03696,25.0,20.8,11.0,ky_su,Can Tho,7,43.0
KH03697,31.0,49.2,26.7,bac_si,TP HCM,8,52.0
KH03698,44.0,7.0,2.8,sinh_vien,Can Tho,0,47.0
KH03699,42.0,42.2,25.9,kinh_doanh,Ha Noi,6,61.0
KH03700,30.0,15.9,6.8,ky_su,Ha Noi,4,40.0
KH03701,34.0,29.5,18.0,kinh_doanh,Can Tho,5,59.0
KH03702,30.0,25.8,12.1,kinh_doanh,Ha Noi,4,39.0
KH03703,65.0,11.6,8.4,giao_vien,Hai Phong,2,67.0
KH03704,18.0,20.3,15.7,kinh_doanh,TP HCM,3,81.0
KH03705,33.0,10.7,4.8,giao_vien,Ha Noi,2,45.0
KH03706,26.0,15.6,13.6,nhan_vien,Hai Phong,5,71.0
KH03707,30.0,17.8,13.3,nhan_vien,Ha Noi,3,84.0
KH03708,30.0,24.1,13.6,kinh_doanh,Can Tho,5,67.0
KH03709,23.0,26.0,24.0,nhan_vien,TP HCM,3,77.0
KH03710,31.0,17.6,15.2,nhan_vien,Can Tho,6,75.0
KH03711,26.0,24.7,17.6,ky_su,Da Nang,7,68.0
KH03712,18.0,17.7,6.3,ky_su,Da Nang,3,34.0
KH03713,21.0,45.8,25.0,ky_su,Da Nang,4,48.0
KH03714,46.0,30.3,11.0,kinh_doanh,TP HCM,3,37.0
KH03715,31.0,18.3,9.5,kinh_doanh,TP HCM,1,47.0
KH03716,28.0,28.7,21.3,ky_su,Hai Phong,5,72.0
KH03717,43.0,13.2,8.8,nhan_vien,TP HCM,4,73.0
KH03718,34.0,12.4,7.2,ky_su,Da Nang,2,60.0
KH03719,39.0,18.8,13.4,ky_su,TP HCM,5,85.0
KH03720,47.0,18.6,17.3,ky_su,Hai Phong,4,79.0
KH03721,37.0,13.8,8.3,kinh_doanh,TP HCM,2,71.0
KH03722,54.0,15.1,9.6,nhan_vien,Can Tho,4,62.0
KH03723,50.0,28.4,16.3,kinh_doanh,Ha Noi,7,64.0
KH03724,46.0,113.6,75.9,kinh_doanh,Ha Noi,21,75.0
KH03725,23.0,7.7,5.3,sinh_vien,Ha Noi,2,57.0
KH03726,31.0,31.5,22.9,kinh_doanh,TP HCM,8,79.0
KH03727,24.0,8.7,2.1,giao_vien,TP HCM,1,21.0
KH03728,48.0,22.8,11.1,ky_su,TP HCM,3,46.0
KH03729,55.0,13.3,11.0,sinh_vien,TP HCM,3,72.0
KH03730,20.0,43.3,17.9,bac_si,TP HCM,5,46.0
KH03731,39.0,14.7,9.2,kinh_doanh,TP HCM,2,68.0
KH03732,28.0,9.0,4.6,kinh_doanh,Ha Noi,0,54.0
KH03733,50.0,29.8,21.4,ky_su,Hai Phong,3,78.0
KH03734,30.0,13.4,3.6,nhan_vien,TP HCM,1,29.0
KH03735,40.0,23.3,9.9,kinh_doanh,TP HCM,3,42.0
KH03736,35.0,31.4,18.2,ky_su,Can Tho,5,57.0
KH03737,40.0,7.2,4.5,sinh_vien,TP HCM,0,68.0
KH03738,32.0,21.5,15.5,bac_si,Hai Phong,5,85.0
KH03739,58.0,21.4,13.8,nhan_vien,Da Nang,3,71.0
KH03740,45.0,7.6,4.2,sinh_vien,TP HCM,2,56.0
KH03741,41.0,10.4,6.1,giao_vien,TP HCM,2,63.0
KH03742,54.0,15.3,12.2,nhan_vien,Ha Noi,2,72.0
KH03743,39.0,18.5,9.0,ky_su,Can Tho,3,41.0
KH03744,20.0,25.9,17.0,ky_su,TP HCM,3,72.0
KH03745,47.0,8.6,3.6,giao_vien,TP HCM,0,34.0
KH03746,32.0,50.7,31.1,nhan_vien,TP HCM,8,68.0
KH03747,40.0,11.9,6.5,ky_su,Da Nang,2,62.0
KH03748,18.0,22.1,12.4,ky_su,Hai Phong,1,50.0
KH03749,58.0,9.1,6.1,ky_su,TP HCM,0,80.0
KH03750,50.0,14.4,9.4,nhan_vien,Da Nang,2,77.0
KH03751,40.0,19.0,9.3,nhan_vien,TP HCM,2,40.0
KH03752,27.0,26.0,11.7,ky_su,Ha Noi,2,44.0
KH03753,41.0,15.9,9.2,ky_su,TP HCM,2,63.0
KH03754,56.0,10.1,4.5,ky_su,Ha Noi,2,41.0
KH03755,50.0,52.1,41.4,ky_su,Can Tho,10,77.0
KH03756,18.0,16.4,7.4,ky_su,Da Nang,2,44.0
KH03757,54.0,8.0,5.3,nhan_vien,TP HCM,2,64.0
KH03758,31.0,16.6,7.3,kinh_doanh,TP HCM,1,37.0
KH03759,32.0,23.1,16.6,bac_si,TP HCM,1,67.0
KH03760,26.0,9.4,3.2,nhan_vien,Ha Noi,0,38.0
KH03761,21.0,36.1,13.7,ky_su,Ha Noi,5,38.0
KH03762,23.0,13.4,7.8,nhan_vien,Ha Noi,1,55.0
KH03763,54.0,6.7,3.7,sinh_vien,Ha Noi,1,50.0
KH03764,37.0,18.6,14.3,nhan_vien,TP HCM,2,80.0
KH03765,21.0,8.7,4.5,sinh_vien,Ha Noi,1,58.0
KH03766,38.0,20.4,12.5,nhan_vien,TP HCM,0,64.0
KH03767,35.0,11.1,7.8,kinh_doanh,Ha Noi,3,79.0
KH03768,34.0,3.9,5.0,sinh_vien,TP HCM,1,100.0
KH03769,52.0,13.4,8.2,ky_su,Ha Noi,3,68.0
KH03770,45.0,11.5,4.5,kinh_doanh,TP HCM,0,46.0
KH03771,42.0,2.5,3.1,sinh_vien,TP HCM,2,100.0
KH03772,42.0,53.2,34.3,kinh_doanh,TP HCM,8,77.0
KH03773,45.0,38.3,18.8,ky_su,TP HCM,3,41.0
KH03774,39.0,15.2,7.0,nhan_vien,Ha Noi,2,48.0
KH03775,47.0,15.8,14.7,nhan_vien,TP HCM,2,84.0
KH03776,41.0,13.4,9.6,kinh_doanh,TP HCM,3,72.0
KH03777,43.0,27.5,13.6,kinh_doanh,TP HCM,7,53.0
KH03778,43.0,14.9,7.9,kinh_doanh,TP HCM,1,53.0
KH03779,33.0,15.3,4.6,nhan_vien,TP HCM,2,35.0
KH03780,31.0,20.2,10.5,ky_su,TP HCM,4,61.0
KH03781,28.0,14.7,9.6,nhan_vien,TP HCM,4,73.0
KH03782,20.0,13.0,9.1,giao_vien,Hai Phong,1,75.0
KH03783,54.0,15.5,7.5,nhan_vien,TP HCM,3,58.0
KH03784,44.0,10.8,3.4,nhan_vien,Hai Phong,1,29.0
KH03785,35.0,17.1,14.5,kinh_doanh,TP HCM,1,98.0
KH03786,21.0,3.5,0.8,giao_vien,Ha Noi,0,23.0
KH03787,34.0,20.6,11.5,nhan_vien,Ha Noi,3,61.0
KH03788,44.0,29.0,15.5,ky_su,Hai Phong,3,62.0
KH03789,37.0,18.9,11.2,giao_vien,Ha Noi,1,60.0
KH03790,25.0,6.5,4.6,giao_vien,Ha Noi,3,84.0
KH03791,21.0,8.8,4.7,nhan_vien,TP HCM,2,57.0
KH03792,46.0,19.3,11.3,bac_si,Ha Noi,2,63.0
KH03793,18.0,17.1,9.3,nhan_vien,Can Tho,2,57.0
KH03794,61.0,25.0,13.4,kinh_doanh,TP HCM,0,61.0
KH03795,47.0,20.2,15.7,ky_su,TP HCM,2,89.0
KH03796,37.0,32.6,12.5,kinh_doanh,Da Nang,1,36.0
KH03797,32.0,18.0,8.9,ky_su,Ha Noi,1,40.0
KH03798,47.0,8.0,8.2,kinh_doanh,TP HCM,1,100.0
KH03799,28.0,45.9,36.8,ky_su,TP HCM,6,85.0
KH03800,50.0,2.6,2.3,sinh_vien,Hai Phong,0,77.0
KH03801,24.0,11.0,4.5,nhan_vien,TP HCM,0,45.0
KH03802,65.0,17.1,9.7,nhan_vien,TP HCM,4,49.0
KH03803,64.0,24.3,11.5,kinh_doanh,TP HCM,2,45.0
KH03804,49.0,20.6,11.0,bac_si,TP HCM,1,63.0
KH03805,27.0,23.3,12.6,ky_su,Ha Noi,1,45.0
KH03806,18.0,9.2,6.1,kinh_doanh,Da Nang,0,73.0
KH03807,18.0,35.9,19.3,ky_su,TP HCM,4,59.0
KH03808,37.0,33.3,24.5,giao_vien,Da Nang,4,66.0
KH03809,38.0,46.3,30.5,kinh_doanh,Ha Noi,11,61.0
KH03810,44.0,29.2,22.0,kinh_doanh,Hai Phong,2,69.0
KH03811,53.0,13.3,7.9,nhan_vien,TP HCM,0,58.0
KH03812,20.0,27.3,17.7,kinh_doanh,Can Tho,2,61.0
KH03813,27.0,28.3,10.2,giao_vien,Da Nang,5,31.0
KH03814,38.0,17.5,7.6,kinh_doanh,Ha Noi,2,37.0
KH03815,32.0,5.2,2.1,sinh_vien,Hai Phong,0,43.0
KH03816,21.0,12.7,10.5,nhan_vien,Ha Noi,6,68.0
KH03817,33.0,12.6,7.8,ky_su,TP HCM,3,72.0
KH03818,37.0,23.8,10.4,ky_su,Ha Noi,3,49.0
KH03819,37.0,27.8,17.9,nhan_vien,Can Tho,5,66.0
KH03820,52.0,31.2,15.9,nhan_vien,Can Tho,4,41.0
KH03821,42.0,14.3,11.1,nhan_vien,Ha Noi,1,73.0
KH03822,37.0,12.6,10.1,sinh_vien,TP HCM,6,85.0
KH03823,41.0,12.1,3.8,nhan_vien,Can Tho,0,27.0
KH03824,26.0,31.2,26.0,nhan_vien,TP HCM,7,82.0
KH03825,30.0,14.1,6.4,giao_vien,Da Nang,3,51.0
KH03826,45.0,12.5,8.5,nhan_vien,Da Nang,2,74.0
KH03827,45.0,10.9,6.2,giao_vien,Can Tho,2,67.0
KH03828,51.0,16.4,14.0,nhan_vien,Ha Noi,5,73.0
KH03829,41.0,18.0,8.9,bac_si,TP HCM,2,50.0
KH03830,42.0,19.3,10.7,bac_si,Ha Noi,1,49.0
KH03831,35.0,44.7,20.8,bac_si,Da Nang,8,44.0
KH03832,31.0,16.6,10.2,nhan_vien,Can Tho,1,55.0
KH03833,23.0,26.0,8.1,kinh_doanh,Ha Noi,1,31.0
KH03834,31.0,17.7,14.7,ky_su,TP HCM,6,92.0
KH03835,55.0,16.0,8.7,giao_vien,Ha Noi,2,61.0
KH03836,26.0,13.1,13.3,nhan_vien,Can Tho,6,95.0
KH03837,20.0,2.0,0.5,sinh_vien,TP HCM,1,23.0
KH03838,20.0,4.0,3.0,sinh_vien,Ha Noi,0,89.0
KH03839,35.0,21.2,14.6,nhan_vien,Ha Noi,4,77.0
KH03840,24.0,14.7,6.4,nhan_vien,TP HCM,2,39.0
KH03841,33.0,3.2,2.0,sinh_vien,Da Nang,0,74.0
KH03842,42.0,35.1,29.0,ky_su,Can Tho,3,69.0
KH03843,41.0,4.0,2.1,sinh_vien,Ha Noi,1,63.0
KH03844,42.0,22.9,14.0,nhan_vien,TP HCM,5,63.0
KH03845,46.0,10.1,3.0,giao_vien,TP HCM,0,35.0
KH03846,37.0,9.7,3.5,giao_vien,TP HCM,0,38.0
KH03847,41.0,15.3,8.2,bac_si,Hai Phong,1,63.0
KH03848,28.0,20.6,11.5,ky_su,Can Tho,4,60.0
KH03849,53.0,13.9,9.4,nhan_vien,TP HCM,3,67.0
KH03850,29.0,9.2,8.5,nhan_vien,Ha Noi,2,100.0
KH03851,44.0,20.2,15.8,ky_su,Hai Phong,2,79.0
KH03852,29.0,19.9,11.3,ky_su,TP HCM,2,58.0
KH03853,40.0,11.5,6.7,giao_vien,Hai Phong,1,65.0
KH03854,18.0,33.8,24.2,kinh_doanh,TP HCM,6,68.0
KH03855,49.0,25.0,14.0,ky_su,Ha Noi,2,63.0
KH03856,40.0,12.2,7.9,ky_su,Ha Noi,5,75.0
KH03857,41.0,6.8,3.5,sinh_vien,Ha Noi,0,44.0
KH03858,36.0,19.8,17.4,nhan_vien,TP HCM,7,98.0
KH03859,32.0,12.7,6.5,giao_vien,Da Nang,2,51.0
KH03860,38.0,7.0,1.0,sinh_vien,TP HCM,1,13.0
KH03861,46.0,8.6,3.5,ky_su,Hai Phong,0,41.0
KH03862,36.0,29.9,24.7,nhan_vien,Can Tho,5,90.0
KH03863,55.0,26.7,15.5,kinh_doanh,Hai Phong,9,65.0
KH03864,33.0,14.4,8.1,giao_vien,TP HCM,2,49.0
KH03865,27.0,16.4,11.3,nhan_vien,TP HCM,5,55.0
KH03866,37.0,23.5,18.7,bac_si,Can Tho,4,89.0
KH03867,44.0,20.1,7.2,ky_su,TP HCM,0,34.0
KH03868,26.0,17.5,7.2,nhan_vien,TP HCM,4,38.0
KH03869,30.0,11.4,5.7,nhan_vien,Ha Noi,1,55.0
KH03870,38.0,24.1,15.3,nhan_vien,Hai Phong,3,63.0
KH03871,34.0,22.0,12.1,ky_su,TP HCM,5,65.0
KH03872,41.0,17.0,8.7,giao_vien,Ha Noi,2,50.0
KH03873,44.0,40.3,31.4,ky_su,TP HCM,18,78.0
KH03874,35.0,17.0,11.8,kinh_doanh,Ha Noi,1,65.0
KH03875,36.0,14.6,8.9,bac_si,Can Tho,3,62.0
KH03876,37.0,16.3,7.1,nhan_vien,Hai Phong,4,36.0
KH03877,35.0,18.5,14.1,giao_vien,Ha Noi,6,90.0
KH03878,31.0,19.6,13.0,ky_su,Can Tho,1,56.0
KH03879,53.0,7.2,3.7,sinh_vien,TP HCM,0,52.0
KH03880,38.0,28.1,16.6,ky_su,Ha Noi,6,51.0
KH03881,35.0,13.9,4.6,giao_vien,TP HCM,0,39.0
KH03882,75.0,6.8,0.5,ky_su,TP HCM,1,8.0
KH03883,44.0,27.0,19.8,kinh_doanh,Hai Phong,2,68.0
KH03884,41.0,13.7,7.3,kinh_doanh,Hai Phong,2,51.0
KH03885,34.0,7.1,1.6,nhan_vien,Hai Phong,1,26.0
KH03886,42.0,4.7,3.1,sinh_vien,Ha Noi,0,58.0
KH03887,33.0,13.9,10.3,nhan_vien,TP HCM,1,87.0
KH03888,32.0,23.8,14.1,bac_si,Ha Noi,3,55.0
KH03889,36.0,11.1,1.6,kinh_doanh,Ha Noi,0,12.0
KH03890,25.0,27.1,13.5,ky_su,TP HCM,3,54.0
KH03891,40.0,17.5,5.4,giao_vien,Ha Noi,1,33.0
KH03892,39.0,22.8,8.8,nhan_vien,TP HCM,1,45.0
KH03893,30.0,10.1,6.0,nhan_vien,Ha Noi,2,57.0
KH03894,26.0,3.6,2.3,sinh_vien,TP HCM,3,67.0
KH03895,52.0,12.8,12.5,giao_vien,Can Tho,3,92.0
KH03896,38.0,13.5,7.1,nhan_vien,Can Tho,1,46.0
KH03897,28.0,13.3,9.6,ky_su,TP HCM,1,67.0
KH03898,43.0,21.5,13.6,nhan_vien,Can Tho,4,67.0
KH03899,47.0,22.6,15.6,giao_vien,TP HCM,7,80.0
KH03900,33.0,7.6,4.3,sinh_vien,Hai Phong,1,55.0
KH03901,33.0,11.2,7.6,nhan_vien,Da Nang,2,66.0
KH03902,29.0,15.8,5.3,ky_su,Can Tho,4,30.0
KH03903,32.0,38.2,17.8,bac_si,Da Nang,3,40.0
KH03904,21.0,9.6,6.0,nhan_vien,Can Tho,1,72.0
KH03905,42.0,19.4,12.8,nhan_vien,TP HCM,2,57.0
KH03906,18.0,20.2,18.1,bac_si,Can Tho,3,77.0
KH03907,46.0,47.1,31.0,bac_si,Ha Noi,5,65.0
KH03908,25.0,28.9,17.2,kinh_doanh,Ha Noi,2,53.0
KH03909,36.0,4.7,5.3,sinh_vien,TP HCM,2,100.0
KH03910,58.0,12.2,8.8,ky_su,TP HCM,3,80.0
KH03911,64.0,26.8,10.7,ky_su,TP HCM,3,41.0
KH03912,44.0,17.9,8.4,nhan_vien,Hai Phong,2,49.0
KH03913,29.0,37.2,17.5,ky_su,TP HCM,5,52.0
KH03914,35.0,11.3,8.5,nhan_vien,TP HCM,4,83.0
KH03915,42.0,3.6,4.2,sinh_vien,Can Tho,2,100.0
KH03916,61.0,21.5,10.8,ky_su,Ha Noi,3,60.0
KH03917,51.0,20.3,16.2,bac_si,Ha Noi,3,79.0
KH03918,38.0,6.8,4.6,sinh_vien,TP HCM,2,77.0
KH03919,37.0,39.3,32.6,kinh_doanh,Da Nang,7,94.0
KH03920,58.0,25.5,9.9,ky_su,Da Nang,3,38.0
KH03921,50.0,4.6,6.1,sinh_vien,Da Nang,1,100.0
KH03922,32.0,22.7,12.3,kinh_doanh,Ha Noi,2,52.0
KH03923,18.0,6.3,4.4,sinh_vien,TP HCM,1,60.0
KH03924,38.0,34.4,10.8,ky_su,TP HCM,2,30.0
KH03925,27.0,22.7,8.9,ky_su,TP HCM,2,35.0
KH03926,33.0,23.7,15.3,nhan_vien,Can Tho,4,58.0
KH03927,37.0,16.3,13.4,giao_vien,TP HCM,8,71.0
KH03928,29.0,6.3,6.2,sinh_vien,Ha Noi,2,100.0
KH03929,36.0,16.3,10.4,nhan_vien,Ha Noi,3,74.0
KH03930,31.0,41.0,32.5,kinh_doanh,Hai Phong,6,89.0
KH03931,35.0,22.5,16.2,ky_su,Ha Noi,1,58.0
KH03932,43.0,27.0,19.1,ky_su,Ha Noi,3,74.0
KH03933,29.0,11.2,6.0,nhan_vien,Can Tho,1,57.0
KH03934,27.0,13.4,3.7,nhan_vien,TP HCM,2,31.0
KH03935,42.0,19.6,4.2,bac_si,TP HCM,2,25.0
KH03936,43.0,9.9,1.9,giao_vien,Can Tho,0,17.0
KH03937,48.0,27.1,8.8,nhan_vien,Ha Noi,3,38.0
KH03938,46.0,19.5,13.4,ky_su,Da Nang,3,78.0
KH03939,46.0,16.1,12.0,ky_su,Hai Phong,5,76.0
KH03940,34.0,11.2,2.7,nhan_vien,Ha Noi,1,20.0
KH03941,33.0,16.7,11.1,nhan_vien,Hai Phong,5,61.0
KH03942,41.0,6.9,7.2,ky_su,TP HCM,4,100.0
KH03943,41.0,33.9,17.3,kinh_doanh,TP HCM,4,41.0
KH03944,34.0,27.9,15.1,ky_su,Ha Noi,2,63.0
KH03945,30.0,23.3,14.7,bac_si,Hai Phong,3,75.0
KH03946,18.0,3.5,0.8,sinh_vien,TP HCM,1,22.0
KH03947,38.0,15.1,9.0,ky_su,Can Tho,4,69.0
KH03948,38.0,21.1,10.3,ky_su,Can Tho,3,50.0
KH03949,42.0,9.9,6.7,nhan_vien,Da Nang,0,76.0
KH03950,37.0,37.4,33.1,kinh_doanh,Ha Noi,6,92.0
KH03951,39.0,4.3,2.5,sinh_vien,TP HCM,0,47.0
KH03952,49.0,19.5,9.9,ky_su,TP HCM,2,46.0
KH03953,25.0,10.3,7.2,nhan_vien,Ha Noi,3,81.0
KH03954,29.0,45.6,30.8,kinh_doanh,TP HCM,12,63.0
KH03955,38.0,18.8,6.4,nhan_vien,Ha Noi,1,36.0
KH03956,22.0,13.6,9.2,bac_si,TP HCM,5,64.0
KH03957,35.0,19.4,10.8,giao_vien,TP HCM,2,50.0
KH03958,37.0,19.4,10.5,nhan_vien,Ha Noi,4,46.0
KH03959,46.0,19.6,14.8,ky_su,Da Nang,3,71.0
KH03960,35.0,33.2,15.9,ky_su,TP HCM,4,39.0
KH03961,43.0,18.7,13.9,nhan_vien,Ha Noi,2,64.0
KH03962,23.0,32.4,21.0,ky_su,Ha Noi,6,68.0
KH03963,41.0,21.4,16.0,nhan_vien,Can Tho,2,81.0
KH03964,33.0,14.7,9.2,nhan_vien,Ha Noi,4,60.0
KH03965,53.0,7.2,2.9,nhan_vien,Can Tho,2,35.0
KH03966,38.0,23.4,15.0,ky_su,Da Nang,7,63.0
KH03967,54.0,12.7,9.1,ky_su,Ha Noi,4,59.0
KH03968,54.0,24.0,19.5,nhan_vien,Can Tho,4,74.0
KH03969,36.0,5.3,7.3,giao_vien,TP HCM,2,100.0
KH03970,38.0,13.2,10.3,giao_vien,TP HCM,2,91.0
KH03971,32.0,13.9,8.3,sinh_vien,Hai Phong,2,59.0
KH03972,58.0,10.2,8.0,nhan_vien,Can Tho,2,90.0
KH03973,24.0,25.8,13.1,ky_su,TP HCM,2,45.0
KH03974,37.0,24.4,16.1,ky_su,Da Nang,5,75.0
KH03975,58.0,31.2,16.7,ky_su,TP HCM,6,45.0
KH03976,18.0,29.2,15.8,kinh_doanh,Hai Phong,3,56.0
KH03977,35.0,9.9,6.7,nhan_vien,Ha Noi,5,57.0
KH03978,50.0,23.7,13.3,nhan_vien,Hai Phong,2,46.0
KH03979,18.0,18.4,15.0,kinh_doanh,Hai Phong,2,73.0
KH03980,34.0,21.1,12.1,nhan_vien,TP HCM,1,63.0
KH03981,32.0,21.6,16.8,nhan_vien,Can Tho,5,80.0
KH03982,61.0,3.0,0.5,sinh_vien,Da Nang,0,14.0
KH03983,46.0,11.4,6.9,sinh_vien,Ha Noi,1,62.0
KH03984,40.0,12.8,8.8,nhan_vien,Ha Noi,1,73.0
KH03985,35.0,28.2,24.9,nhan_vien,Ha Noi,6,92.0
KH03986,42.0,36.7,23.7,ky_su,Da Nang,5,66.0
KH03987,46.0,13.3,10.9,bac_si,Hai Phong,4,79.0
KH03988,45.0,18.5,17.1,ky_su,Ha Noi,9,97.0
KH03989,38.0,7.1,5.4,sinh_vien,Da Nang,2,89.0
KH03990,43.0,15.6,2.5,nhan_vien,TP HCM,1,19.0
KH03991,45.0,24.8,20.2,ky_su,Ha Noi,5,80.0
KH03992,20.0,31.1,24.8,kinh_doanh,Da Nang,5,92.0
KH03993,46.0,39.5,20.6,ky_su,Da Nang,4,58.0
KH03994,47.0,22.9,17.0,nhan_vien,TP HCM,3,82.0
KH03995,24.0,25.3,17.6,kinh_doanh,TP HCM,2,63.0
KH03996,25.0,15.3,15.0,ky_su,Can Tho,4,96.0
KH03997,44.0,10.8,4.9,nhan_vien,TP HCM,0,48.0
KH03998,42.0,22.0,10.4,bac_si,TP HCM,2,57.0
KH03999,18.0,36.0,24.8,nhan_vien,Ha Noi,4,79.0
KH04000,29.0,24.4,14.6,ky_su,TP HCM,4,63.0
KH04001,18.0,20.9,11.3,nhan_vien,Can Tho,3,46.0
KH04002,50.0,33.7,28.3,ky_su,TP HCM,5,86.0
KH04003,22.0,16.9,10.6,bac_si,TP HCM,5,74.0
KH04004,47.0,23.2,12.7,ky_su,TP HCM,3,64.0
KH04005,44.0,15.6,11.3,nhan_vien,TP HCM,2,72.0
KH04006,50.0,47.7,18.9,bac_si,Ha Noi,3,37.0
KH04007,52.0,6.9,0.8,sinh_vien,Ha Noi,0,10.0
KH04008,39.0,15.1,5.6,ky_su,Ha Noi,2,35.0
KH04009,52.0,9.6,6.8,nhan_vien,Ha Noi,1,61.0
KH04010,18.0,15.7,10.0,ky_su,Da Nang,2,51.0
KH04011,31.0,4.2,3.4,sinh_vien,TP HCM,0,81.0
KH04012,55.0,16.3,12.3,nhan_vien,Hai Phong,4,71.0
KH04013,32.0,6.0,4.7,nhan_vien,Ha Noi,1,70.0
KH04014,25.0,29.9,12.8,kinh_doanh,TP HCM,3,47.0
KH04015,18.0,13.4,5.7,giao_vien,Ha Noi,1,44.0
KH04016,32.0,17.9,13.7,ky_su,TP HCM,3,91.0
KH04017,26.0,12.9,6.2,giao_vien,TP HCM,0,50.0
KH04018,43.0,7.2,1.5,nhan_vien,TP HCM,0,20.0
KH04019,33.0,20.6,11.7,nhan_vien,Hai Phong,5,57.0
KH04020,30.0,13.8,10.3,ky_su,Hai Phong,6,62.0
KH04021,48.0,34.2,14.4,kinh_doanh,TP HCM,1,36.0
KH04022,25.0,3.9,1.2,sinh_vien,Can Tho,0,26.0
KH04023,18.0,16.5,9.0,nhan_vien,Hai Phong,2,65.0
KH04024,24.0,13.0,10.1,nhan_vien,TP HCM,0,82.0
KH04025,42.0,7.6,5.7,sinh_vien,Can Tho,0,63.0
KH04026,42.0,25.3,10.9,nhan_vien,TP HCM,1,46.0
KH04027,32.0,11.7,11.2,giao_vien,Da Nang,0,90.0
KH04028,36.0,52.2,35.5,kinh_doanh,TP HCM,11,69.0
KH04029,28.0,34.7,20.9,kinh_doanh,TP HCM,6,70.0
KH04030,28.0,37.3,15.2,kinh_doanh,TP HCM,4,37.0
KH04031,38.0,13.7,10.6,nhan_vien,Hai Phong,1,63.0
KH04032,29.0,19.5,9.3,kinh_doanh,Da Nang,2,56.0
KH04033,44.0,22.3,20.1,ky_su,TP HCM,7,75.0
KH04034,61.0,33.4,10.7,ky_su,Hai Phong,6,34.0
KH04035,55.0,14.5,5.8,nhan_vien,TP HCM,1,38.0
KH04036,41.0,9.4,6.6,nhan_vien,Ha Noi,0,61.0
KH04037,37.0,26.8,18.3,ky_su,Ha Noi,4,77.0
KH04038,29.0,17.4,11.7,nhan_vien,TP HCM,2,73.0
KH04039,44.0,18.8,16.6,bac_si,Da Nang,4,90.0
KH04040,24.0,27.4,15.6,kinh_doanh,TP HCM,4,64.0
KH04041,48.0,22.6,13.5,kinh_doanh,TP HCM,2,66.0
KH04042,24.0,17.0,16.2,kinh_doanh,Ha Noi,6,100.0
KH04043,25.0,39.7,27.8,kinh_doanh,TP HCM,4,80.0
KH04044,47.0,13.7,9.7,giao_vien,Da Nang,3,66.0
